acetaldehyde|c	ethanol|c	ADH7 ADH4 ADH1A ZADH2 ADH5 ADHFE1 AKR1A1 CYP2E1 ADH1C ADH1B ADH6
(7Z)-tetradecenoyl-CoA|m	tetradecenoylcarnitine(7)|m	ACAA2 CRAT HADHA CPT2 HADHB
tetradecenoylcarnitine(9)|c	tetradecenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	tetradecenoylcarnitine(9)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	tetradecenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	tetradecenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
5-tetradecenoyl-CoA|m	CoA|m	ACAA2 CRAT HADHA CPT2 HADHB
CoA|m	tetradecenoylcarnitine(9)|m	ACAA2 CRAT HADHA CPT2 HADHB
5-tetradecenoyl-CoA|m	tetradecenoylcarnitine(9)|m	ACAA2 CRAT HADHA CPT2 HADHB
5-tetradecenoyl-CoA|m	L-carnitine|m	ACAA2 CRAT HADHA CPT2 HADHB
pentadecanoylcarnitine|c	pentadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	pentadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	pentadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	pentadecanoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	pentadecanoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
CoA|m	pentadecanoylcarnitine|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
pentadecanoyl-CoA|m	pentadecanoylcarnitine|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
L-carnitine|m	pentadecanoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
L-carnitine|m	L-palmitoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-palmitoylcarnitine|c	L-palmitoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	L-palmitoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	L-palmitoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	palmitoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
CoA|m	L-palmitoylcarnitine|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
L-carnitine|m	palmitoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
L-palmitoylcarnitine|m	palmitoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
hexadecenoylcarnitine(9)|c	hexadecenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	hexadecenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	hexadecenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	hexadecenoylcarnitine(9)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	hexadecenoylcarnitine(9)|m	ACAA2 CRAT HADHA CPT2 HADHB
7-hexadecenoyl-CoA|m	CoA|m	ACAA2 CRAT HADHA CPT2 HADHB
7-hexadecenoyl-CoA|m	hexadecenoylcarnitine(9)|m	ACAA2 CRAT HADHA CPT2 HADHB
7-hexadecenoyl-CoA|m	L-carnitine|m	ACAA2 CRAT HADHA CPT2 HADHB
palmitoleoyl-carnitine|c	palmitoleoyl-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	palmitoleoyl-carnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	palmitoleoyl-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	palmitoleoyl-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	palmitoleoyl-CoA|m	ACADS ACSL3 ACSL5 ACAA1 ACAA2 ACADM ACSL1 CRAT HADHA CPT2 HADHB ACSL4 ACSL6 ACADVL
CoA|m	palmitoleoyl-carnitine|m	ACADS ACSL3 ACSL5 ACAA1 ACAA2 ACADM ACSL1 CRAT HADHA CPT2 HADHB ACSL4 ACSL6 ACADVL
palmitoleoyl-CoA|m	palmitoleoyl-carnitine|m	ACADS ACSL3 ACSL5 ACAA1 ACAA2 ACADM ACSL1 CRAT HADHA CPT2 HADHB ACSL4 ACSL6 ACADVL
L-carnitine|m	palmitoleoyl-CoA|m	ACADS ACSL3 ACSL5 ACAA1 ACAA2 ACADM ACSL1 CRAT HADHA CPT2 HADHB ACSL4 ACSL6 ACADVL
L-carnitine|m	heptadecanoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	heptadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
heptadecanoylcarnitine|c	heptadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	heptadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	heptadecanoyl-CoA|m	ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
CoA|m	heptadecanoylcarnitine|m	ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
L-carnitine|m	heptadecanoyl-CoA|m	ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
heptadecanoyl-CoA|m	heptadecanoylcarnitine|m	ACAA2 ACADM CRAT HADHA CPT2 HADHB ACADVL
heptadecenoylcarnitine(7)|c	heptadecenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	heptadecenoylcarnitine(7)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	heptadecenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	heptadecenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	heptadecenoylcarnitine(7)|m	CRAT CPT2
(10Z)-heptadecenoyl-CoA|m	CoA|m	CRAT CPT2
(10Z)-heptadecenoyl-CoA|m	heptadecenoylcarnitine(7)|m	CRAT CPT2
(10Z)-heptadecenoyl-CoA|m	L-carnitine|m	CRAT CPT2
heptadecenoylcarnitine(8)|c	heptadecenoylcarnitine(8)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	heptadecenoylcarnitine(8)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	heptadecenoylcarnitine(8)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	heptadecenoylcarnitine(8)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
9-heptadecenoyl-CoA|m	CoA|m	CRAT CPT2
CoA|m	heptadecenoylcarnitine(8)|m	CRAT CPT2
9-heptadecenoyl-CoA|m	L-carnitine|m	CRAT CPT2
9-heptadecenoyl-CoA|m	heptadecenoylcarnitine(8)|m	CRAT CPT2
stearoylcarnitine|c	stearoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	stearoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	stearoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	stearoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	stearoyl-CoA|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
CoA|m	stearoylcarnitine|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
L-carnitine|m	stearoyl-CoA|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
stearoyl-CoA|m	stearoylcarnitine|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
octadecenoylcarnitine(5)|c	octadecenoylcarnitine(5)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	octadecenoylcarnitine(5)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	octadecenoylcarnitine(5)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	octadecenoylcarnitine(5)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	octadecenoylcarnitine(5)|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(13Z)-octadecenoyl-CoA|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(13Z)-octadecenoyl-CoA|m	octadecenoylcarnitine(5)|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(13Z)-octadecenoyl-CoA|m	L-carnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
octadecenoylcarnitine(7)|c	octadecenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	octadecenoylcarnitine(7)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	octadecenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	octadecenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
cis-vaccenoyl-CoA|m	octadecenoylcarnitine(7)|m	ACAA2 CRAT HADHA CPT2 HADHB
CoA|m	cis-vaccenoyl-CoA|m	ACAA2 CRAT HADHA CPT2 HADHB
L-carnitine|m	cis-vaccenoyl-CoA|m	ACAA2 CRAT HADHA CPT2 HADHB
CoA|m	octadecenoylcarnitine(7)|m	ACAA2 CRAT HADHA CPT2 HADHB
L-oleoylcarnitine|c	L-oleoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	L-oleoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	L-oleoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	L-oleoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	oleoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB
CoA|m	L-oleoylcarnitine|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB
L-oleoylcarnitine|m	oleoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB
L-carnitine|m	oleoyl-CoA|m	ACADS ACAA2 ACADM CRAT HADHA CPT2 HADHB
(9E)-octadecenoylcarnitine|c	(9E)-octadecenoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(9E)-octadecenoylcarnitine|c	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(9E)-octadecenoylcarnitine|m	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(9E)-octadecenoylcarnitine|m	L-carnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(9E)-octadecenoyl-CoA|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(9E)-octadecenoylcarnitine|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(9E)-octadecenoyl-CoA|m	(9E)-octadecenoylcarnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(9E)-octadecenoyl-CoA|m	L-carnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
octadecenoylcarnitine(11)|c	octadecenoylcarnitine(11)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	octadecenoylcarnitine(11)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	octadecenoylcarnitine(11)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	octadecenoylcarnitine(11)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(7Z)-octadecenoyl-CoA|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
CoA|m	octadecenoylcarnitine(11)|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(7Z)-octadecenoyl-CoA|m	octadecenoylcarnitine(11)|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(7Z)-octadecenoyl-CoA|m	L-carnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(6Z,9Z)-octadecadienoylcarnitine|c	(6Z,9Z)-octadecadienoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(6Z,9Z)-octadecadienoylcarnitine|c	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(6Z,9Z)-octadecadienoylcarnitine|m	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(6Z,9Z)-octadecadienoylcarnitine|m	L-carnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(6Z,9Z)-octadecadienoylcarnitine|m	CoA|m	ACADS ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(6Z,9Z)-octadecadienoyl-CoA|m	CoA|m	ACADS ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(6Z,9Z)-octadecadienoyl-CoA|m	(6Z,9Z)-octadecadienoylcarnitine|m	ACADS ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(6Z,9Z)-octadecadienoyl-CoA|m	L-carnitine|m	ACADS ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
nonadecanoylcarnitine|c	nonadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	nonadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	nonadecanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	nonadecanoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	nonadecanoyl-CoA|m	ACAA2 CRAT HADHA CPT2 HADHB
CoA|m	nonadecanoylcarnitine|m	ACAA2 CRAT HADHA CPT2 HADHB
L-carnitine|m	nonadecanoyl-CoA|m	ACAA2 CRAT HADHA CPT2 HADHB
nonadecanoyl-CoA|m	nonadecanoylcarnitine|m	ACAA2 CRAT HADHA CPT2 HADHB
L-carnitine|c	eicosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	eicosanoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	eicosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
eicosanoylcarnitine|c	eicosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	eicosanoyl-CoA|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
CoA|m	eicosanoylcarnitine|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
L-carnitine|m	eicosanoyl-CoA|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
eicosanoyl-CoA|m	eicosanoylcarnitine|m	ACADS ACOT2 ACAA2 ACADM ACOT7 CRAT HADHA CPT2 HADHB
eicosenoylcarnitine(7)|c	eicosenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	eicosenoylcarnitine(7)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	eicosenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	eicosenoylcarnitine(7)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(13Z)-eicosenoyl-CoA|m	eicosenoylcarnitine(7)|m	CRAT CPT2
(13Z)-eicosenoyl-CoA|m	CoA|m	CRAT CPT2
(13Z)-eicosenoyl-CoA|m	L-carnitine|m	CRAT CPT2
CoA|m	eicosenoylcarnitine(7)|m	CRAT CPT2
L-carnitine|c	eicosenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	eicosenoylcarnitine(9)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	eicosenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
eicosenoylcarnitine(9)|c	eicosenoylcarnitine(9)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(11Z)-eicosenoyl-CoA|m	CoA|m	ACAA2 CRAT HADHA CPT2 HADHB
CoA|m	eicosenoylcarnitine(9)|m	ACAA2 CRAT HADHA CPT2 HADHB
(11Z)-eicosenoyl-CoA|m	L-carnitine|m	ACAA2 CRAT HADHA CPT2 HADHB
(11Z)-eicosenoyl-CoA|m	eicosenoylcarnitine(9)|m	ACAA2 CRAT HADHA CPT2 HADHB
L-carnitine|m	eicosenoylcarnitine(11)|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	eicosenoylcarnitine(11)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
eicosenoylcarnitine(11)|c	eicosenoylcarnitine(11)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	eicosenoylcarnitine(11)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
9-eicosenoyl-CoA|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
CoA|m	eicosenoylcarnitine(11)|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
9-eicosenoyl-CoA|m	L-carnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
9-eicosenoyl-CoA|m	eicosenoylcarnitine(11)|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(8Z,11Z)-eicosadienoylcarnitine|c	(8Z,11Z)-eicosadienoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(8Z,11Z)-eicosadienoylcarnitine|c	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(8Z,11Z)-eicosadienoylcarnitine|m	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(8Z,11Z)-eicosadienoylcarnitine|m	L-carnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(8Z,11Z)-eicosadienoylcarnitine|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(8Z,11Z)-eicosadienoyl-CoA|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(8Z,11Z)-eicosadienoyl-CoA|m	(8Z,11Z)-eicosadienoylcarnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(8Z,11Z)-eicosadienoyl-CoA|m	L-carnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(5Z,8Z,11Z)-eicosatrienoylcarnitine|c	(5Z,8Z,11Z)-eicosatrienoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(5Z,8Z,11Z)-eicosatrienoylcarnitine|m	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(5Z,8Z,11Z)-eicosatrienoylcarnitine|m	L-carnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(5Z,8Z,11Z)-eicosatrienoylcarnitine|c	L-carnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
(5Z,8Z,11Z)-eicosatrienoyl-CoA|m	(5Z,8Z,11Z)-eicosatrienoylcarnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(5Z,8Z,11Z)-eicosatrienoylcarnitine|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(5Z,8Z,11Z)-eicosatrienoyl-CoA|m	CoA|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
(5Z,8Z,11Z)-eicosatrienoyl-CoA|m	L-carnitine|m	ACADL HADH ACAA1 HSD17B10 ACADM ECHS1 ACAA2 CRAT HADHA CPT2 HADHB ACAD9 ACADVL
heneicosanoylcarnitine|c	heneicosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	heneicosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	heneicosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	heneicosanoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	heneicosanoylcarnitine|m	CRAT CPT2
CoA|m	heneicosanoyl-CoA|m	CRAT CPT2
heneicosanoyl-CoA|m	heneicosanoylcarnitine|m	CRAT CPT2
L-carnitine|m	heneicosanoyl-CoA|m	CRAT CPT2
L-carnitine|m	docosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
docosanoylcarnitine|c	docosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	docosanoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	docosanoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	docosanoylcarnitine|m	ACOT7 CRAT ACOT2 CPT2
CoA|m	docosanoyl-CoA|m	ACOT7 CRAT ACOT2 CPT2
docosanoyl-CoA|m	docosanoylcarnitine|m	ACOT7 CRAT ACOT2 CPT2
L-carnitine|m	docosanoyl-CoA|m	ACOT7 CRAT ACOT2 CPT2
L-carnitine|m	docosenoylcarnitine|c	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|m	docosenoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
docosenoylcarnitine|c	docosenoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
L-carnitine|c	docosenoylcarnitine|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
CoA|m	docosenoylcarnitine|m	CRAT CPT2
(13Z)-docosenoyl-CoA|m	CoA|m	CRAT CPT2
(13Z)-docosenoyl-CoA|m	docosenoylcarnitine|m	CRAT CPT2
(13Z)-docosenoyl-CoA|m	L-carnitine|m	CRAT CPT2
docosenoylcarnitine(11)|c	docosenoylcarnitine(11)|m	SLC22A1 SLC25A29 SLC22A4 CRAT CPT2 SLC25A20 SLC22A9
